timestamp,age,gender,grade,tech_usage_frequency,ai_experience,chatgpt_usage,social_media_usage,chatgpt_study_frequency,chatgpt_learning_methods,chatgpt_help_performance,chatgpt_useful_subjects,chatgpt_easy_to_use,chatgpt_accessibility,chatgpt_concerns,chatgpt_limitations,social_media_influencers,chatgpt_improvement_suggestions,chatgpt_recommendation,chatgpt_additional_comments
2024-09-06 10:10:15.733,16,Feminino,2ª Série EM,Semanalmente,Sim,Sim,Sim,Mensalmente,"Para tirar dúvidas sobre matérias escolares, Para fazer pesquisas rápidas, Para ajuda com tarefas e deveres de casa","Sim, um pouco","Matemática, Ciências (Biologia, Química, Física), Línguas (Português, Inglês, Espanhol), História, Geografia, Redação ",Sim,Sim,Dependência excessiva da tecnologia,Falta de interação humana,Sim,Nenhuma,Sim,"Auxilia muito, porém, alguns alunos utilizam de forma errada."
2024-09-06 10:10:25.586,16,Masculino,2ª Série EM,Diariamente,Não,Sim,Sim,Raramente,"Para fazer pesquisas rápidas, Para ajuda com tarefas e deveres de casa, Para revisar conteúdos antes de provas","Sim, muito","Matemática, Ciências (Biologia, Química, Física)",Sim,Sim,Dependência excessiva da tecnologia,Respostas imprecisas ou erradas,Sim,Não sei,Sim,Não sei
2024-09-06 10:10:29.627,16,Feminino,2ª Série EM,Diariamente,Sim,Não,Sim,Nunca,"Para tirar dúvidas sobre matérias escolares, Para fazer pesquisas rápidas","Não, não faz diferença","Matemática, Línguas (Português, Inglês, Espanhol)",Nunca utilizei,Sim,Dependência excessiva da tecnologia,Dificuldade em entender perguntas complexas,Sim,Não posso opinar sobre esse assunto pois não faço uso dessa plataforma ,Sim,Utilize para complementar seu estudo e não para tirar vantagens 
2024-09-06 10:10:29.665,16,Masculino,2ª Série EM,Raramente,Sim,Sim,Sim,Semanalmente,"Para fazer pesquisas rápidas, Para ajuda com tarefas e deveres de casa","Sim, muito",Redação,Sim,Sim,Privacidade e segurança dos dados,Falta de interação humana,Sim,Poder usar ,Sim,
2024-09-06 10:10:34.043,17,Masculino,2ª Série EM,Raramente,Não,Não,Sim,Nunca,Para ajuda com tarefas e deveres de casa,"Não, não faz diferença","Matemática, Ciências (Biologia, Química, Física)",Nunca utilizei,Não,Privacidade e segurança dos dados,Dificuldade em entender perguntas complexas,Sim,"Não sei, nunca utilizei ",Não,
2024-09-06 10:10:35.568,17,Feminino,2ª Série EM,Mensalmente,Não,Sim,Sim,Raramente,nao uso,"Não, não faz diferença","Línguas (Português, Inglês, Espanhol), História",Sim,Não,Dependência excessiva da tecnologia,Respostas imprecisas ou erradas,Sim,regulamentação ,Não,
2024-09-06 10:10:39.437,16,Feminino,2ª Série EM,Diariamente,Sim,Não,Sim,Nunca,nao uso,"Sim, um pouco","Línguas (Português, Inglês, Espanhol), História, Geografia",Sim,Não,"Precisão das informações, Dependência excessiva da tecnologia, não aprendizado",Respostas imprecisas ou erradas,Sim,Uso correto da ferramenta ,Não,
2024-09-06 10:10:43.482,16,Outro,2ª Série EM,Diariamente,Sim,Sim,Sim,Mensalmente,"Para tirar dúvidas sobre matérias escolares, Para fazer pesquisas rápidas, Para ajuda com tarefas e deveres de casa","Sim, muito","Ciências (Biologia, Química, Física)",Sim,Sim,Precisão das informações,Respostas imprecisas ou erradas,Sim,melhorar a precisao das respostas ,Sim,bem útil #borabiu
2024-09-06 10:10:48.391,17,Outro,2ª Série EM,Diariamente,Sim,Sim,Sim,Raramente,"Para tirar dúvidas sobre matérias escolares, Para fazer pesquisas rápidas, Para ajuda com tarefas e deveres de casa, Para revisar conteúdos antes de provas, Para aprender novos tópicos fora do currículo escolar","Sim, muito",Money.com,Sim,Sim,Top,Respostas imprecisas ou erradas,Sim,Nao,Não,Porfavor yessir
2024-09-06 10:11:02.663,16,Masculino,2ª Série EM,Diariamente,Sim,Sim,Sim,Mensalmente,"Para fazer pesquisas rápidas, Para ajuda com tarefas e deveres de casa","Sim, muito","Matemática, Ciências (Biologia, Química, Física), Línguas (Português, Inglês, Espanhol), História, Geografia, ",Sim,Sim,Precisão das informações,Respostas imprecisas ou erradas,Sim,916Gon ganhar o mundial ,Sim,🙅🏼‍♂️🔥☠️☠️
2024-09-06 10:11:10.464,16,Feminino,2ª Série EM,Diariamente,Sim,Sim,Não,Raramente,"Para tirar dúvidas sobre matérias escolares, Para ajuda com tarefas e deveres de casa, Para aprender novos tópicos fora do currículo escolar","Sim, um pouco","Ciências (Biologia, Química, Física), História",Sim,Sim,Precisão das informações,Dificuldade em entender perguntas complexas,Sim,"as vezes o chat envia respostas e informações erradas ou confusas, poderia melhorar isso",Sim,
2024-09-06 10:11:11.172,16,Feminino,2ª Série EM,Diariamente,Não,Não,Não,Nunca,Para fazer pesquisas rápidas,"Não, não faz diferença","Línguas (Português, Inglês, Espanhol), História",Nunca utilizei,Não,Dependência excessiva da tecnologia,Dificuldade em entender perguntas complexas,Sim,Melhor monitoramento ,Não,
2024-09-06 10:11:23.701,16,Feminino,2ª Série EM,Diariamente,Sim,Não,Sim,Nunca,Não uso ,"Não, não faz diferença",Matemática,Nunca utilizei,Sim,Dependência excessiva da tecnologia,Respostas imprecisas ou erradas,Sim,Não sei,Não,Não uso chat gpt 
2024-09-06 10:11:28.885,16,Feminino,2ª Série EM,Diariamente,Sim,Sim,Sim,Semanalmente,"Para tirar dúvidas sobre matérias escolares, Para fazer pesquisas rápidas, Para ajuda com tarefas e deveres de casa, Para revisar conteúdos antes de provas, Para aprender novos tópicos fora do currículo escolar","Sim, muito","Línguas (Português, Inglês, Espanhol), História, Geografia",Sim,Sim,Dependência excessiva da tecnologia,Respostas imprecisas ou erradas,Sim,seria ideal se houvesse um controle para não ser usado em  excesso ,Sim,
2024-09-06 10:12:14.419,17,Feminino,2ª Série EM,Diariamente,Sim,Sim,Sim,Semanalmente,"Para tirar dúvidas sobre matérias escolares, Para fazer pesquisas rápidas, Para ajuda com tarefas e deveres de casa, Para revisar conteúdos antes de provas","Sim, um pouco","Matemática, Línguas (Português, Inglês, Espanhol), História",Sim,Não,"Dependência excessiva da tecnologia, Privacidade e segurança dos dados",Respostas imprecisas ou erradas,Não,Não sei.,Sim,
2024-09-06 10:12:20.552,16,Feminino,2ª Série EM,Semanalmente,Não,Sim,Sim,Semanalmente,"Para tirar dúvidas sobre matérias escolares, Para ajuda com tarefas e deveres de casa, Para aprender novos tópicos fora do currículo escolar","Sim, um pouco","Matemática, Ciências (Biologia, Química, Física)",Sim,Sim,Precisão das informações,Respostas imprecisas ou erradas,Sim,"Usar de maneira controlada e para novos aprendizados ou para tirar dúvidas, sem passar dos limites.",Sim,
2024-09-06 10:12:33.719,16,Feminino,2ª Série EM,Diariamente,Sim,Sim,Sim,Raramente,Para ajuda com tarefas e deveres de casa,"Não, não faz diferença","Ciências (Biologia, Química, Física), Línguas (Português, Inglês, Espanhol), História, Geografia",Sim,Sim,Dependência excessiva da tecnologia,Falta de interação humana,Sim,"Eu acho que o ChatGPT não deve ser usado no ensino nas escolas. Emburrece. Todas as vezes que estou com preguiça de fazer alguma atividade uso ele ao invés de pensar para chegar em uma solução, afe.",Não,"Emburrece os adolescentes. Sorte a minha, -1 concorrente no vestibular KKKKKKKK tmj"
2024-09-06 10:14:09.691,17,Masculino,2ª Série EM,Semanalmente,Não,Sim,Não,Raramente,"Para revisar conteúdos antes de provas, Para aprender novos tópicos fora do currículo escolar","Não, não faz diferença","Ciências (Biologia, Química, Física), Línguas (Português, Inglês, Espanhol), História, Geografia",Sim,Sim,Precisão das informações,Respostas imprecisas ou erradas,Sim,"Precisamos de um direcionamento para sabermos como usar o ChatGPT de forma que ele responda exatamente o que procuramos, além de verificar a veracidade das informações passadas por eles.",Sim,
2024-09-06 10:14:41.236,16,Masculino,2ª Série EM,Semanalmente,Sim,Não,Sim,Nunca,Não utilizo,"Não, não faz diferença",Não utilizo ,Nunca utilizei,Sim,Dependência excessiva da tecnologia,Não utilizo ,Sim,Uso moderado,Não,
2024-09-06 10:15:12.873,16,Masculino,2ª Série EM,Diariamente,Sim,Não,Sim,Raramente,Para fazer pesquisas rápidas,"Sim, um pouco","Línguas (Português, Inglês, Espanhol)",Sim,Não,Dependência excessiva da tecnologia,Respostas imprecisas ou erradas,Sim,.,Sim,.
2024-09-06 10:16:09.440,17,Masculino,2ª Série EM,Raramente,Não,Não,Sim,Nunca,Não uso,"Não, atrapalha",Redação ,Nunca utilizei,Sim,Dependência excessiva da tecnologia,Falta de interação humana,Não,Não utilizo o chatGPT,Não,
2024-09-06 10:17:30.526,16,Masculino,2ª Série EM,Mensalmente,Sim,Sim,Sim,Raramente,"Para fazer pesquisas rápidas, Para ajuda com tarefas e deveres de casa","Não, não faz diferença","Matemática, Ciências (Biologia, Química, Física), Línguas (Português, Inglês, Espanhol), História, Geografia",Sim,Sim,Dependência excessiva da tecnologia,Respostas imprecisas ou erradas,Sim,Ser mais preciso exato,Sim,Tinha que liberar a versão paga para os alunos.
2024-09-06 10:17:51.392,17,Feminino,2ª Série EM,Semanalmente,Sim,Sim,Sim,Raramente,"Para tirar dúvidas sobre matérias escolares, Para fazer pesquisas rápidas, Para aprender novos tópicos fora do currículo escolar","Sim, um pouco","Matemática, Línguas (Português, Inglês, Espanhol), História, Geografia",Sim,Não,"Precisão das informações, Dependência excessiva da tecnologia",Respostas imprecisas ou erradas,Sim,Uma melhor verificação na veracidade das informações.,Sim,"Acredito que essa inteligência artificial pode ser muito útil na educação, porém tem seus defeitos também, como alguns erros ou a geração da dependência na prática, por ser mais rápido e possuir ""resposta pra tudo""."
2024-09-06 10:21:44.017,16,Feminino,2ª Série EM,Diariamente,Não,Sim,Sim,Semanalmente,"Para tirar dúvidas sobre matérias escolares, Para fazer pesquisas rápidas, Para revisar conteúdos antes de provas","Sim, muito","Ciências (Biologia, Química, Física), Línguas (Português, Inglês, Espanhol), História, Geografia",Sim,Não,"Precisão das informações, Dependência excessiva da tecnologia, Privacidade e segurança dos dados",Respostas imprecisas ou erradas,Sim,"Que os professores estimulem mais o uso, pois em algumas vezes q usei consegui entender melhor a matéria pela explicação do chat, além dele oferecer exercícios para serem feitos.",Sim,É uma forma rápida e acessível de ganhar informações.
2024-09-06 10:23:24.053,17,Feminino,2ª Série EM,Diariamente,Não,Não,Sim,Nunca,Eu não utilizo ele,"Não, não faz diferença","Eu não sei, não utilizo ",Nunca utilizei,Não,"Precisão das informações, Dependência excessiva da tecnologia, Privacidade e segurança dos dados","Acaba limitando o uso dó cérebro, cosas que eram para ser automática acaba ficando lento, a linha de raciocínio. ",Sim,Não sei.,Sim,
2024-09-06 10:55:37.151,16,Feminino,1ª Série EM,Diariamente,Não,Sim,Sim,Diariamente,"Para tirar dúvidas sobre matérias escolares, Para fazer pesquisas rápidas, Para revisar conteúdos antes de provas","Sim, muito",História,Sim,Sim,Dependência excessiva da tecnologia,Respostas imprecisas ou erradas,Sim,Menos respostas erradas ,Sim,
